date,J3_2%,J3_10%,J3_30%,J3_50%,J3_70%,J3_90%,J3_100%
2019-07-24,374,410.2,436.2,456.2,474.2,498.2,545.2
2019-07-25,352.5,386.1,414.7,433.4,452.3,476.5,521.4
2019-07-26,353.4,386.2,414.2,432.7,451.3,475.4,521.2
2019-07-29,368.2,396.7,424.4,443.4,462.3,485.4,524.7
2019-07-30,353.5,386.8,416.6,436.2,455.4,478.7,517.1
2019-07-31,366.9,397.6,425.8,445.4,465.1,488.9,530.1
2019-08-01,366.1,398.8,427.6,448,468,491.9,535.6
2019-08-02,368.2,399.2,426.8,445.9,464.7,487.6,535.1
2019-08-05,359.5,391,418.2,436.6,454.9,478.5,524
2019-08-06,373.2,405.2,431,450.6,468.4,492.4,533
2019-08-07,364.4,393.7,420.6,439.7,459.3,483.3,529.7
2019-08-08,359.6,391.1,418.6,438,457.4,480.5,525
2019-08-09,366.2,402.8,432,452,470.8,493.2,533.8
2019-08-12,361.8,389.9,416.1,434.4,452.5,475.9,540.1
2019-08-13,371.8,401.7,427,444.3,461.4,482.8,532.9
2019-08-14,370,403.2,431.2,449.4,467,488.8,527.6
2019-08-15,367.8,405.8,437.6,457.9,475.6,496,529.3
2019-08-16,347.8,372.6,399.7,417.4,434.1,458.4,504.8
2019-08-19,362.5,393.4,419.7,437.2,454.3,478.4,530.5
2019-08-20,369.8,406.2,439.4,463.2,485.2,511.4,552.6
2019-08-21,365.5,397.9,427.5,450.1,472.4,499.1,547.9
2019-08-22,375.4,407.8,437.6,460.4,482,508.4,550
2019-08-23,370.7,406.1,437.2,460.4,482.2,508.8,563.1
2019-08-26,377.5,403.2,431,452.3,473.1,499.1,548.7
2019-08-27,366.7,404.2,437.2,462,484.6,512.5,565.8
2019-08-28,367.5,403.8,436.8,460.8,483.1,510.3,559.9
2019-08-29,375,400.4,429.3,452.1,474.7,502.2,554
2019-08-30,373.8,403.2,434.2,457.4,479.8,506.6,542
2019-09-02,375,405.4,436.1,458.8,479.6,504.3,553.7
2019-09-03,367.3,401.8,433.5,456.3,477.9,503.8,566.7
2019-09-04,371.3,404.6,435.3,457.5,477.7,501.4,552.5
2019-09-05,374.7,406.8,437.3,459.2,478.8,502.7,562.6
2019-09-06,367.3,402.3,433.3,455.1,475.1,498.9,554.1
2019-09-09,372.6,404.4,434.5,456.3,476.8,501,554.1
2019-09-10,371.6,403.2,432.6,453.6,473.6,496.8,549.8
2019-09-11,366.1,403.5,435.9,458.8,479.7,503.8,551.6
2019-09-12,374.6,406.4,435.6,456.3,475.8,499.2,548.6
2019-09-13,380.5,408.5,437.2,458,477,502,569.1
2019-09-15,362.6,389.3,416.1,435.7,454.9,480.8,535.6
2019-09-16,383.4,409.6,437.2,457.8,477.1,502.6,563
2019-09-17,353,386.3,414.3,434.5,454.1,480,528.7
2019-09-18,375.8,404.8,432.8,453,471.8,494.6,531
2019-09-19,379.9,406.4,434.8,455.2,474.5,500.2,566.5
2019-09-20,366.4,392.8,420.3,440.5,459.7,484.3,530.3
2019-09-23,375.5,406.8,437.5,460.3,480.8,505.7,560.2
2019-09-24,371,404.6,436.7,459.6,480.4,504.9,559.2
2019-09-25,375.5,404.1,432.3,453.2,473.4,503.1,561.6
2019-09-26,360.2,395.8,425.2,445.4,465.4,489.2,530.6
2019-09-27,385.4,410.2,437.2,457.8,477.3,504.9,562.7
2019-09-30,380.4,406.9,434.9,455.5,475.5,504.4,562.6
2019-10-01,359.6,397.4,427,447.4,467.4,491.8,546.8
2019-10-02,375.5,404,432,452.6,472.6,502.7,574
2019-10-03,382.9,408.3,434.5,455.1,475.6,508.7,564
2019-10-04,363.6,397,425.8,446.2,466.4,491,532.6
2019-10-07,370.3,400,428.1,449.3,470.7,502.4,563.1
2019-10-08,385.7,410.4,440.1,464.7,488.1,513.8,561.1
2019-10-09,355.8,394.4,426.6,450.4,474,502.8,559
2019-10-10,379.9,408,438.4,462.9,486.6,522.6,578.4
2019-10-11,352.2,393.2,425,448.2,471,496.6,529
2019-10-14,358.2,397.8,428.4,450.4,470.6,493,523.8
2019-10-15,369,406,436.4,458.6,478.4,502,548.2
2019-10-16,380.7,412.4,441.8,463.3,482.6,505.8,539.7
2019-10-17,379,415.1,445.8,467.4,486.7,509.7,545
2019-10-18,392.2,428.5,459.6,480,498.6,520.7,554.8
2019-10-21,374.7,404.1,433.1,453.8,473.7,497.8,534.1
2019-10-22,383.4,422.7,457,478.8,499.3,523,557.5
2019-10-23,387.4,425.3,457.9,479.9,500.9,526.4,564.5
2019-10-24,377.2,407.5,437,459.1,480,505.5,542.8
2019-10-25,373.6,405.8,435.4,457.3,478.7,505.2,542.4
2019-10-28,373.4,405.6,435.2,456.9,477.6,502.8,537.7
2019-10-29,384.1,420.3,454.3,477,498.9,524.5,560.9
2019-10-30,364.8,398.8,433.2,458.2,480.8,506.2,540.2
2019-10-31,374.5,416.5,451,474.3,496.2,522.3,559.5
2019-11-01,367.4,419.7,453.4,476.7,498.8,525,562.4
2019-11-04,372,407.3,441.6,467.2,490.6,518.7,556.1
2019-11-05,374,407.5,439.2,464,487.1,516.2,555.2
2019-11-06,376.6,407.3,438.3,462.7,485.5,514.3,557.7
2019-11-07,383.7,423.4,455.9,478.9,499.9,525,558.6
2019-11-08,381.6,409.9,439,461.8,483.4,509.9,543.2
2019-11-11,379.4,408.7,437.6,460.1,481.6,508.1,543.9
2019-11-12,381.9,409,436.8,458.8,480,506,539.3
2019-11-13,361.2,409.2,423.2,442.9,463.4,489.2,525.8
2019-11-14,381.1,409.4,438.1,460.2,481.1,506.6,542.6
2019-11-15,378.9,414.5,446.3,469.2,489.6,513.4,545.4
2019-11-18,355.6,391,421,444.2,467.2,493.4,528.6
2019-11-19,380.1,409,437.8,460.2,481.3,507.2,543
2019-11-20,376,410.9,443.6,467.6,488.9,514,549.3
2019-11-21,368.3,398.7,428.3,449.9,471.5,497.8,534.4
2019-11-22,377.4,406.3,434.9,456.9,478.1,504.1,540.7
2019-11-25,381.1,408.4,437.2,460.4,482.2,508.4,540.4
2019-11-26,387.9,412.5,439.2,461.8,482.9,508.9,541.9
2019-11-27,380.9,409.6,436.2,460.2,481.5,511.2,546
2019-11-28,390.4,413.7,441,462.1,482.1,509.8,547.7
2019-11-29,363.8,394.8,423.4,446.6,469.8,497.6,532.4
2019-12-02,376.9,406.8,438.7,462.8,483.2,509.4,544.9
2019-12-03,385.2,410.9,437.3,459.7,480.7,506.5,540.4
2019-12-04,379.7,406.7,434.3,456.1,476.8,502.1,539.8
2019-12-05,361.2,392.8,419,438.8,460.2,488,532.2
2019-12-06,374.2,413.1,446.4,469.2,490.7,516.6,550.8
2019-12-09,375.6,415.4,448.2,471.5,493.2,519.7,558.9
2019-12-10,364,399.4,429.7,452.4,474.7,503.1,537.1
2019-12-11,381.1,418.3,451.1,472.1,496.5,522.6,559.6
2019-12-12,381.7,416.9,448.3,470.5,491.3,515.8,552
2019-12-13,377.2,415.6,449,472.6,494.9,521.8,565.5
2019-12-16,375.1,404.7,433.8,455.3,475.6,500.9,544
2019-12-17,372,412,444.1,466.2,486.1,510.6,547.1
2019-12-18,375.5,411.4,443.2,465.4,485.8,510.6,547
2019-12-19,373.7,412.9,445.2,467.5,487.8,512.6,564.5
2019-12-20,363.1,397.3,426.9,448.9,470.8,496.9,534.1
2019-12-23,365.8,399,428.7,451,473,499.8,536.5
2019-12-24,373.9,411.1,444.8,468.3,489.8,515.4,550.1
2019-12-25,376.6,412.9,444.7,467.5,488.6,514.3,549.9
2019-12-26,358,393.7,424.6,446.2,469.7,496.6,534
2019-12-27,371,400.1,429.3,452.1,474.2,501.1,545.2
2019-12-30,373.7,411,443.3,466.2,487.3,513.1,549
2019-12-31,369.6,402.8,433,454,474.4,499,533.2
2020-01-01,371.7,400,427.8,448.9,470.3,496.2,542.7
2020-01-02,380.8,414.7,445.5,467.4,487.8,512.5,548.2
2020-01-03,375.7,411.2,442.4,464.1,484,508.6,543.8
2020-01-06,355.3,389,420.6,444.7,469.5,499.8,553.5
2020-01-07,372.2,408.1,440.1,463.4,485.1,511.5,548.5
2020-01-08,350,386.9,419.1,442.6,466.6,494.5,536.3
2020-01-09,357.2,389.8,421.7,445.4,469.4,497.8,541.5
2020-01-10,374.5,410.8,442.9,466.6,488.5,515.5,557.3
2020-01-13,362.5,400.7,434.4,456.8,478.6,504.8,542.1
2020-01-14,368.1,406.2,439.1,462,483.9,510.8,549.1
2020-01-15,353.9,405.6,426.9,453.2,477.7,506.6,551.3
2020-01-16,369.4,404.2,436,458.3,479.8,505.6,544.7
2020-01-17,360.8,402.1,437.6,461.5,483.7,510.8,559.6
2020-01-20,351.4,396.8,430,453,475.2,502.8,544.2
2020-01-21,358.6,398.4,431.2,453.6,475.6,503.4,544.8
2020-01-22,374,408.7,438.3,458.7,479.7,505.2,548.6
2020-01-23,365.2,398.2,428.4,450.4,472.2,498,535
2020-01-24,380.9,412.9,442.9,464.4,484.9,511.1,550.1
2020-01-27,373.3,410.7,442.3,464.9,486.2,513.2,569.3
2020-01-28,375.2,408.5,438.5,459.8,479.7,504.1,539
2020-01-29,369.3,402.8,432.9,454.2,474.8,500.8,557.2
2020-01-30,377.5,410.4,439.5,460,479.2,503,538.3
2020-01-31,361.6,398.4,428.8,451.4,472.6,493.6,532.8
2020-02-03,373.2,408.4,438.3,459.7,479.8,505.6,554.1
2020-02-04,369.4,408.9,439.7,461.6,482.5,510.5,627.1
2020-02-05,377.9,409.8,438.7,459.5,479.3,504.3,541.5
2020-02-06,357.6,394.2,424.8,445.8,467,493,529
2020-02-07,367.1,405,435.1,456.4,476.8,503.5,574.3
2020-02-10,369.2,393.9,420.3,439.2,459.1,486.4,547
2020-02-11,350.8,385.6,415.6,435.2,454.4,478.2,519
2020-02-12,372.2,404.6,432.9,452.4,471.2,495.6,559.1
2020-02-13,376,403.2,430.2,448.9,467.3,491.2,558.8
2020-02-14,357.4,392.2,421.6,440.6,458.6,482.2,524.4
2020-02-17,368.4,399.5,427.5,446.2,464.8,488.7,538.7
2020-02-18,371.6,401.7,429.4,448.2,466.9,490.5,532.1
2020-02-19,374.2,407.2,436,456.2,475.3,499.5,544.1
2020-02-20,327.9,376.2,414,436.1,456.8,483.2,527.8
2020-02-21,373.7,399.4,426.3,445.3,464.5,489.4,534.1
2020-02-24,369.8,402.5,430.4,449.8,468.6,492.1,532.9
2020-02-25,354.2,389.4,419,439,458,482.2,518.8
2020-02-26,373.1,399.5,426.4,445.3,464.4,488.2,530.6
2020-02-27,372.7,405.6,433.5,452.3,470.6,493.7,535.9
2020-02-28,366.4,400.4,429,448.5,467.5,490.8,528.1
2020-03-02,365.4,401.5,431.9,452.6,472.3,496.8,537.3
2020-03-03,370.1,404.1,432.5,452.2,471.5,495.9,544.5
2020-03-04,347.6,383.4,413.8,433.8,454.2,479.4,514
2020-03-05,372.1,398,425.7,445.3,465.5,490.9,547.5
2020-03-06,372.6,405,433.7,454,473.6,498.2,546.5
2020-03-08,359.1,393.4,423.2,442.8,461.8,485.7,528.5
2020-03-09,359.1,393.4,423.2,442.8,461.8,485.7,528.5
2020-03-09,361.6,394.1,423,442.1,460.7,484.8,528.7
2020-03-10,361.6,394.1,423,442.1,460.7,484.8,528.7
2020-03-12,373.3,403.5,431.7,451.8,471.6,495.7,536.6
2020-03-12,384.7,412.3,439.5,459.2,478.1,501.8,541.1
2020-03-13,384.7,412.3,439.5,459.2,478.1,501.8,541.1
2020-03-15,379.2,406,433.5,453.2,472.6,497.8,558.7
2020-03-16,379.2,406,433.5,453.2,472.6,497.8,558.7
2020-03-16,375,404.9,433.5,453.9,473.6,497.5,537.8
2020-03-17,375,404.9,433.5,453.9,473.6,497.5,537.8
2020-03-17,370.4,406.7,436.5,457.7,477.6,502.8,566.5
2020-03-18,370.4,406.7,436.5,457.7,477.6,502.8,566.5
2020-03-18,373,407.2,436,456.3,475.8,500.4,555.8
2020-03-19,373,407.2,436,456.3,475.8,500.4,555.8
2020-03-19,376.9,406.2,434.5,454.6,473.8,497.7,545.1
2020-03-20,376.9,406.2,434.5,454.6,473.8,497.7,545.1
2020-03-23,370.1,404.4,433.2,453.4,472.8,497,552.8
2020-03-25,372.6,406.5,435.6,455.6,474.5,497.7,544.1
2020-03-25,369.3,402.9,432,452.2,471.8,495.5,543.1
2020-03-26,369.3,402.9,432,452.2,471.8,495.5,543.1
2020-03-26,372.3,405.6,434.9,455.6,475.5,500.4,559.5
2020-03-27,372.3,405.6,434.9,455.6,475.5,500.4,559.5
2020-03-29,374.2,408.8,438.5,458.8,479.3,505.5,548.1
2020-03-30,374.2,408.8,438.5,458.8,479.3,505.5,548.1
2020-04-01,379.8,409.3,438,458.5,478.3,503.2,556
2020-04-01,369.6,403.5,434.5,455.2,475.2,500,546.2
2020-04-02,369.6,403.5,434.5,455.2,475.2,500,546.2
2020-04-02,374.2,407.9,438.6,460,480.7,506,555
2020-04-03,374.2,407.9,438.6,460,480.7,506,555
2020-04-05,379.5,408.3,437.3,457.7,477.3,502.5,558.7
2020-04-06,379.5,408.3,437.3,457.7,477.3,502.5,558.7
2020-04-06,370,406.1,436.1,456.9,477.4,504.3,550.4
2020-04-07,370,406.1,436.1,456.9,477.4,504.3,550.4
2020-04-07,375.7,411.7,443.5,467,490,520,559.1
2020-04-08,375.7,411.7,443.5,467,490,520,559.1
2020-04-08,380.7,413.2,444.5,468.1,491,520.2,565.5
2020-04-09,380.7,413.2,444.5,468.1,491,520.2,565.5
2020-04-09,382.6,414.5,445.9,469.3,492.4,521.6,561.9
2020-04-10,382.6,414.5,445.9,469.3,492.4,521.6,561.9
2020-04-12,379.8,411.5,440.8,462.6,483.7,510.9,551
2020-04-13,379.8,411.5,440.8,462.6,483.7,510.9,551
2020-04-13,377.7,408.1,438.1,459.4,480.9,508.4,549.9
2020-04-14,377.7,408.1,438.1,459.4,480.9,508.4,549.9
2020-04-14,380.5,412.1,441.7,463.5,484.1,510.5,549.5
2020-04-15,380.5,412.1,441.7,463.5,484.1,510.5,549.5
2020-04-15,378.5,410.7,440.5,462.6,483.9,510.9,550.1
2020-04-16,378.5,410.7,440.5,462.6,483.9,510.9,550.1
2020-04-17,378.1,409.5,439.1,460.4,481.4,507.7,547.6
2020-04-19,375.7,406.3,440.6,462.5,483.8,511,551.6
2020-04-20,375.7,406.3,440.6,462.5,483.8,511,551.6
2020-04-20,377.6,414.4,445.2,467.5,489.1,516.2,556
2020-04-21,377.6,414.4,445.2,467.5,489.1,516.2,556
2020-04-21,378,412.8,443.6,465.7,486.6,513,552.1
2020-04-22,378,412.8,443.6,465.7,486.6,513,552.1
2020-04-22,363.8,406.9,439.7,462.1,483.7,511.1,552.5
2020-04-23,363.8,406.9,439.7,462.1,483.7,511.1,552.5
2020-04-23,377.6,412.2,442.6,464.6,485.2,511.5,552.5
2020-04-24,377.6,412.2,442.6,464.6,485.2,511.5,552.5
2020-04-26,377.9,410.7,440,461.2,481.9,508.2,549.5
2020-04-27,377.9,410.7,440,461.2,481.9,508.2,549.5
2020-04-27,368.1,406.7,437.6,459.1,480.5,508.1,556.7
2020-04-28,368.1,406.7,437.6,459.1,480.5,508.1,556.7
2020-04-28,372.9,408.6,439.5,461.8,483.4,510.1,550.2
2020-04-29,372.9,408.6,439.5,461.8,483.4,510.1,550.2
2020-04-30,382.8,415.4,445.4,466.5,486.8,512.8,550.4
2020-05-01,366.3,407.6,439.9,462.7,484.4,511.9,553.8
2020-05-04,376.1,411.4,442.1,464.4,485.3,511.8,553.4
2020-05-05,372.9,409.9,441.3,464,485,511.4,549.7
2020-05-06,374,410.9,440.7,462.6,483.5,510.1,549.9
2020-05-07,377.5,410.6,440.6,462.3,482.9,509.1,549.2
2020-05-08,377.4,409.8,439.1,460.1,480.3,505.9,547.5
2020-05-11,378.6,411.9,441.8,463.3,483.7,509.3,549.6
2020-05-12,375.3,409.9,440,461.6,482,507.8,547.4
