date,J3_2%,J3_10%,J3_30%,J3_50%,J3_70%,J3_90%,J3_100%
2016-07-24,234,432,432,234,234,234,234
2016-07-25,363.2,402.5,434.7,457.5,479.8,507.7,554.5
2016-07-26,354.6,400,432.7,455.3,477.9,506.4,553.1
2016-07-27,366.4,401.6,433.7,456.2,478.8,507.1,544
2016-07-28,361.9,400.7,433.7,451.7,480.5,510,551.6
2016-07-29,359.6,400.2,433.6,457.2,480.8,510,553
2016-07-30,366.4,403,434.5,456.8,479.2,507.1,545.8
2016-07-31,367.9,405,436.4,459.1,481.3,509.5,555.8
2016-08-01,368.3,405.2,436.6,459.1,481.1,508.8,554.6
2016-08-02,356.3,397.3,431.9,455.8,479.2,507.6,549.1
2016-08-03,359.2,394.7,426.3,447,468.3,496.2,539.9
2016-08-04,354.5,390.2,422.3,443.1,463.5,490,527.3
2016-08-05,356.1,392.4,424.8,446.2,467.6,495.1,538
2016-08-06,361,395.4,426,446.2,466.8,493.7,540.1
2016-08-07,363.2,400.3,431.1,452.2,473.2,500,545
2016-08-08,367.1,403.2,435.9,459.3,482.4,511,546.2
2016-08-09,371,406.6,439.5,464.4,488.6,519.1,555.4
2016-08-10,371.4,409.1,444.1,471.2,497,528.9,571.9
2016-08-11,360.9,399.5,433.2,457,480.1,508.2,552.4
2016-08-12,360.1,397,430.1,453,475.2,502.1,535.8
2016-08-13,367.5,401,431.5,452.8,473.8,500.2,547.1
2016-08-14,371,407.1,441.1,467.3,492.5,524.8,571.9
2016-08-15,369.7,405.2,437.4,460.6,482.9,510.3,551.6
2016-08-16,366.6,403.5,435.5,458.8,481.8,511.3,560.6
2016-08-17,363.4,401.3,435,459.3,483.5,514.4,554
2016-08-18,363.4,399.1,433.1,458,482.9,514.6,559.6
2016-08-19,362.8,398,430,452.6,474.8,503,550.2
2016-08-20,359.7,396.2,430.4,454.8,479.1,509.9,549.4
2016-08-21,362.2,398,432.1,456.7,481.4,495.3,562.2
2016-08-22,360.1,397.2,431.5,456.1,480.7,511.8,560.4
2016-08-23,364.7,399.5,432.5,456,479.5,508.7,555.7
2016-08-24,355.9,390.5,423.3,445.3,467.1,495,548
2016-08-25,359.7,394.4,426.7,448.7,470.6,497.7,533.2
2016-08-26,360.6,396.6,428.2,458.7,472.7,500.4,546.8
2016-08-27,360.5,396.6,428.4,451,473.1,500.4,547.4
2016-08-28,357,394.4,427.5,450.5,473.3,501.1,538.7
2016-08-29,357.4,396.1,428.6,451.3,473.8,501.1,540.3
2016-08-30,352.8,390.9,423.2,444.5,466.1,493,535.1
2016-08-31,357,399,430,451,472,501,540
2016-09-01,356.5,393.6,425,446,466.8,492.9,530.3
2016-09-02,357.5,392.8,424.5,445.8,467.3,494.3,546.1
2016-09-03,353.1,391.6,423.5,444.5,465.2,490.9,535
2016-09-04,356,392.2,423.5,444.1,464.9,491.3,537
2016-09-05,356,392.4,424,444.7,465.6,491.6,525.6
2016-09-06,356.7,393.3,424.6,445.6,466.5,492.4,534.8
2016-09-07,352,387.7,419.6,440.2,461,487.4,535.1
2016-09-08,353.7,392.6,424.6,445.7,466.8,492.9,538.9
2016-09-09,355.1,391.6,423.2,444.2,465.2,497.1,532.1
2016-09-10,352.6,392.1,425,446.5,467.8,494.2,542.9
2016-09-11,353.8,391.9,423.8,445,466.1,492.4,542
2016-09-12,353.1,393.6,425.6,447.7,469.4,495.8,541.3
2016-09-13,352.7,392.6,424.8,446.9,468.7,494.8,541
2016-09-14,358.4,394.7,425.7,446.7,467.3,492.3,537.2
2016-09-15,351,387.5,419.7,440.4,460.7,486.4,532.9
2016-09-16,357.4,390.4,422.8,443.7,464.1,489.2,533.5
2016-09-17,354.7,391.4,423,443.6,463.7,488.8,533.2
2016-09-18,351.5,387.9,420.1,441,461.5,487.3,541.9
2016-09-19,355,391.6,423,443.1,463.7,488.7,532.1
2016-09-20,353.6,391.6,425.8,447.4,469.1,486.7,539
2016-09-21,347.1,383.9,417.7,439.7,461.5,488.3,537.8
2016-09-22,347.3,383.1,416,437.5,459.5,490.2,540.3
2016-09-23,347.4,382.9,415.5,436.4,457.3,483.9,531.5
2016-09-24,344.4,381.3,414.5,435.5,455.8,482,523.8
2016-09-25,344.9,379.2,411.6,432.4,452.2,478.2,528.1
2016-09-26,348.1,381.2,411.8,433.6,455.1,482,530.8
2016-09-27,347.1,376.3,411.9,433.9,455.1,482.7,530.1
2016-09-28,343.9,380.2,413.4,434.4,455.1,481.8,531.4
2016-09-29,345.1,379,411.9,433,453.3,480.1,525.2
2016-09-30,346.3,376,415.1,438.4,456.2,483.4,530.5
2016-10-01,345.5,377.9,411.8,433,454,481.1,530.4
2016-10-02,346.7,378.3,412.2,433.1,454,480.9,529.1
2016-10-03,339.9,378.4,412.7,434.4,455.2,482.2,534.1
2016-10-04,349.5,385.4,417.4,437.9,457.9,482.6,526.2
2016-10-05,344.6,385.7,417.7,437.7,458,483.7,530.1
2016-10-06,351.9,386.7,417.7,437.7,457.7,483.4,531.2
2016-10-07,351,386.3,418.1,438.7,459,484.7,532.6
2016-10-08,351,385.4,416.3,436.1,456,482.1,531
2016-10-09,355.1,390.3,422.1,443.5,464.8,491.2,538.1
2016-10-10,354.4,390,422.1,443.7,464,491,537.3
2016-10-11,351.3,388.7,421.2,442.6,463.7,490,537.3
2016-10-12,351.4,387.2,424.4,441.6,460.2,482.6,527.6
2016-10-13,352,387.6,422.6,441.9,462.2,483.9,527.8
2016-10-14,351.2,386.4,420.2,441,464.2,490.2,536.2
2016-10-15,345,389.8,425.3,448.6,471.4,501.1,540.7
2016-10-16,356.8,393.3,426.8,449.2,471.5,500.9,544
2016-10-17,352.9,391.1,425.8,448.7,471.9,503,568
2016-10-18,349.9,387.8,422.3,445.4,468.4,498,542
2016-10-19,355.1,393.2,426.7,448.9,471.4,499.8,555
2016-10-20,352.6,391.2,425.4,447.8,470.2,498.4,534.5
2016-10-21,354.2,391,423.5,445,466.7,494.3,530.9
2016-10-22,356.1,392.3,424.6,446.4,468.4,496.3,544.2
2016-10-24,351.2,389.7,422.5,443.9,456.6,493.8,539
2016-10-25,336.9,382.7,417.7,439.7,461.6,490,546.5
2016-10-26,341.2,382,416.2,438.2,459.6,487.1,535.2
2016-10-27,339.1,377.5,411.8,433.1,454.4,481.6,531.6
2016-10-28,331.6,374.4,409.4,431.8,453.6,479.8,519.8
2016-10-29,336.4,374.4,408.1,428.8,449.3,476.4,528.2
2016-10-30,336,375.7,409.2,430.1,450.6,477.5,522.8
2016-10-31,328.5,372.5,407.9,429.3,450.1,477.8,539.8
2016-11-01,335.5,372.3,406,427.6,448.7,476.4,533.4
2016-11-02,332.2,370,406.2,424.4,446.8,476.2,532.2
2016-11-03,329.1,369.1,403.5,424.7,445.7,473.3,527.5
2016-11-04,326.9,364.7,397.9,418.5,438.6,466.3,524.6
2016-11-05,321.8,363.5,398.9,420.9,442.6,471.5,534.1
2016-11-06,321.6,363.5,398.5,420.4,442.2,470.9,527.5
2016-11-07,324.8,359.9,394.6,416.9,439,468.1,524.9
2016-11-08,324.4,361.3,396,417,439.7,468.1,508.5
2016-11-09,321.2,356.5,391.4,413.5,435.8,464.6,511.5
2016-11-11,308.3,350.6,387.2,410.2,433.1,463.2,508.2
2016-11-12,312.8,347.1,382.7,405.8,427.8,457.2,519.4
2016-11-13,309.6,343.1,377.6,400,420.9,448.9,489.3
2016-11-14,309.9,348.3,383.1,406.1,428.8,459.2,508
2016-11-15,302,340,375.9,398.9,421.1,451.4,522
2016-11-16,313.8,357.6,399,424,448.2,478,518.8
2016-11-17,318.2,349.7,380.8,406.6,422.5,452.5,510.8
2016-11-18,321.6,349.2,378.2,398,417.9,448.8,534.6
2016-11-19,327.5,353.1,380.1,399.7,420,455.9,541.3
2016-11-20,331.7,355.6,382.9,403.6,425.9,465.9,555.1
2016-11-21,328.5,353.5,382.7,404.2,426.5,459.7,549.1
2016-11-22,331.1,354.8,382.6,403.9,425.9,461.7,550.3
2016-11-23,335,357.5,383.4,403.6,424.6,460.3,546.6
2016-11-24,335.4,357.1,383.8,404.4,425.8,460.6,550.8
2016-11-25,337.6,358,385,406.4,428.4,465,541.6
2016-11-26,331.3,350.6,385.9,406.9,429.2,470.1,556.9
2016-11-27,339.6,358.2,383.7,404.9,428.2,473.7,558.5
2016-11-28,335.7,355.2,381.4,403.2,426.5,467.7,560.9
2016-11-29,312.6,353.4,392.4,416,438.8,469.4,517.4
2016-11-30,315.2,355.8,393,415.2,436.6,465.4,523.4
2016-12-01,338.3,370.2,402.9,423.4,441.8,467.8,511.6
2016-12-01,349.1,382.6,416,437.7,459.1,487,527.1
2016-12-02,343.7,394.6,429.3,452.7,475.7,505.4,554.4
2016-12-03,347.2,383.5,415.7,438.6,451.2,480.2,523.3
2016-12-04,357.2,401.1,433.5,452.9,479.7,508.6,556.6
2016-12-05,361.8,400.7,433.4,456.7,479.1,507.4,551.5
2016-12-06,362.4,399.2,430.7,452.4,473.8,500.2,544.8
2016-12-07,359.1,395.2,427.7,449.4,471,497.7,531.9
2016-12-08,361.8,398.9,430.7,452.7,474.2,501,542.2
2016-12-09,359.8,398.7,431.2,454.6,477.2,505,549.4
2016-12-10,356.2,401,433.8,455.2,478.4,505.8,540.8
2016-12-11,364.7,399.7,431.6,454.4,476.1,502.6,543.5
2016-12-12,367.2,403,436.6,458,478.8,506.2,543
2016-12-13,365.8,402.2,434.2,456.8,478,504.2,554.6
2016-12-14,364.6,400,433.6,457.6,480,508,550.2
2016-12-15,364,405.8,431.4,454,484,508.6,544.8
2016-12-16,369.8,401,435.6,458,480.6,510.8,554
2016-12-17,364.8,398.2,431,456.2,480,511,550.8
2016-12-18,363,409,439.4,462.2,482.6,508.6,547.4
2016-12-19,336.9,402.1,435.7,459.6,482.7,510.7,552.8
2016-12-20,384.8,414,441.4,463.2,482.6,509,564
2016-12-21,379.4,409.2,436.4,457.6,477.6,504.6,564.8
2016-12-22,373.2,406.7,435.5,460.8,478.3,507.2,566.1
2016-12-23,370,403.8,434.4,456.2,476.6,502,534
2016-12-24,367.6,404,435.4,457.4,478,503.2,541
2016-12-25,379,408.6,437.4,459.6,480.4,508.8,568.4
2016-12-26,366,400.6,431,452.4,473,498,530.4
2016-12-27,372.5,406.2,435.8,460.7,476.5,499.3,551.6
2016-12-28,370.8,404,433.4,456,477,504.6,560
2016-12-29,373.8,405,434.6,456.8,477.6,504.4,547
2016-12-30,368.9,402.6,432.5,455.8,476.3,502.7,552.2
2016-12-31,356,392.6,427.4,451.6,475.6,504.4,539
2017-01-01,358.2,396.8,430.4,454.6,477.8,506,546
2017-01-02,373.4,403.2,433.2,456.4,478.6,507.8,551.8
2017-01-03,380,408.6,437.2,459.8,480.8,509,562
2017-01-04,381.4,409,438,461.4,483.2,513.6,574.4
2017-01-05,378.2,405.8,435.2,459.2,481.8,512.6,564
2017-01-06,388.8,416.6,443.4,466.4,488.2,517.8,572.2
2017-01-07,363.2,399,431.2,454.8,477.6,506.2,554
2017-01-08,351.6,388.2,420.4,441.4,462.2,487.8,522.2
2017-01-09,382.2,408.4,434.6,455.6,476.2,505.2,560.4
2017-01-10,355.5,392.2,424,445.4,470.2,503.6,542.8
2017-01-11,360.8,394.6,425.6,446.8,468.4,494.2,527.8
2017-01-12,359.4,391.8,425.8,447.4,469.2,495.6,540.4
2017-01-13,359.4,396,426.6,447,467.8,493.4,532.8
2017-01-14,352.8,394.8,425.2,445.6,466.2,491.6,529
2017-01-15,358.6,395,425.4,446,467.2,492.8,534.4
2017-01-16,363.4,397.2,427.8,449,469,495.2,528
2017-01-17,352.2,392.8,422.8,443,463.8,488.8,528
2017-01-18,351,389.4,420.6,440.8,461.6,487.2,522.8
2017-01-19,365.6,397.6,427.4,448.2,469.2,494.8,528.3
2017-01-20,360.4,395.8,425.8,446.4,467.7,493.2,530.2
2017-01-21,354,389.4,419.2,439,459.2,484.6,523
2017-01-22,351.4,387.4,417,436.6,456.8,482.2,514.6
2017-01-23,353.2,389.6,422.2,443,464.8,491.8,526.6
2017-01-24,349.2,383.6,416.2,437.8,459.6,487.2,523.4
2017-01-25,347.8,384.6,417.4,439.2,461.2,489,532.4
2017-01-26,345.6,388.6,417.5,439.9,459.5,490.9,527.8
2017-01-27,349,389.2,422.6,445.2,468.8,497.2,534.4
2017-01-28,334.4,386.2,422,444.8,468.8,498.6,560.4
2017-01-29,335,370.4,403.5,424.6,447,475.6,511
2017-01-30,349,385,418.2,440.4,463.4,492.4,535
2017-01-31,338,381.4,416.2,438.8,462,490.8,538.4
2017-02-01,355.8,388.2,420.2,442.2,465.2,493.2,528.8
2017-02-02,343.2,383.8,418,440.6,464,493.2,536
2017-02-03,333.8,386.4,420.4,440.2,463.2,495.8,537.2
2017-02-04,353.6,388.4,421.8,444.8,468.2,496.4,530.8
2017-02-05,339.2,373,407.8,429.6,450.8,478.8,521
2017-02-06,337.2,368,398.4,418,438.4,469.2,524.8
2017-02-07,335.2,371.4,406.2,427,448.8,475,523.2
2017-02-08,336.8,375.6,409.2,430.5,450.4,481.5,527.3
2017-02-09,356.6,390.2,422.4,444.6,467.4,495.4,532
2017-02-10,343,390.4,424.4,446.4,468.2,495.4,540.4
2017-02-11,336.4,368.4,402.2,420.6,447,472.2,530.8
2017-02-12,358.2,391.4,422.6,444.6,467,493.8,528.2
2017-02-13,353.7,390.6,421.5,445.2,467.1,496,530.2
2017-02-14,363.6,396.6,425.6,446,467.2,493.8,534.2
2017-02-15,330.2,388.8,423.6,446,468.2,495.2,535
2017-02-16,334.6,395,424.6,446.6,469,497.4,536.6
2017-02-17,341.2,379.8,414.8,437,458.4,485,519.2
2017-02-18,336.1,387.6,423.1,442.7,466.6,494.2,536
2017-02-19,333,377.8,414.8,437.8,459.8,481,532
2017-02-19,347.8,380.4,412.6,433.8,453.8,479.6,520.8
2017-02-20,350.4,382.2,413.4,433.4,452.4,476.6,509.2
2017-02-22,368.8,393,429,455,480.2,510.4,557
2017-02-23,347,388,423.4,448.4,472.8,503.2,545
2017-02-24,348.2,385.2,419.6,443.2,467,494.8,522.8
2017-02-25,366,396.6,427.4,451.4,475.8,508,549
2017-02-26,331.2,382.6,420.2,444.8,469.6,500,542
2017-02-27,349,384.6,419.2,443.2,467,495.8,541.4
2017-02-28,371.8,401,430,453,476.4,508.4,549.4
2017-03-01,351.4,385.4,419.2,442.6,466,494.6,538.4
2017-03-02,346,395.8,425.2,455,471.6,503.5,544.5
2017-03-03,352.4,387.8,424,449.6,475,505.8,550.8
2017-03-04,355.4,389,423.8,449,474.4,505.6,550.4
2017-03-05,348.8,388,425.2,451.2,476.6,507.6,545.6
2017-03-07,353.4,386.2,420.2,444.6,469.4,501.2,553.2
2017-03-08,357,389,424,449,474.2,504.6,542.2
2017-03-09,362.8,397,430,456,481.2,513,553.8
2017-03-09,362.8,395.2,428.6,454.4,479.6,512,553
2017-03-10,353.6,393.4,430,457.6,483.2,515,564.8
2017-03-11,352.8,389.8,426.4,453,478.2,509.2,558.6
2017-03-12,363.4,396.8,428,450.8,472.8,501,547.6
2017-03-13,339.8,373,407.4,430.6,454,482.2,519
2017-03-14,353.6,392,427.8,454.4,479.6,510.8,554
2017-03-15,352.8,397.6,427.6,456,475.8,513.8,558.4
2017-03-16,355,394.6,430.4,453.2,476,504,540.4
2017-03-17,350.7,391.2,429.8,455.7,477.8,510.3,554.6
2017-03-18,358.2,390.4,422,443.2,464,488.6,530.2
2017-03-19,355,390.8,423.4,446,468.8,497,542.2
2017-03-20,361.8,393.2,425,448.2,471,498.8,540.4
2017-03-21,359.6,391.4,423.4,446.4,469.4,497.8,535.8
2017-03-22,354.6,389.2,422.6,446.2,469.8,498.4,548
2017-03-23,360.4,392.8,425,448.6,471.6,499.4,544
2017-03-24,354.4,391.4,425.2,448.4,471.8,500,537.8
2017-03-25,356.3,391.5,426.8,447.7,473,501.9,542
2017-03-26,361.4,392.4,424.6,448.8,471.6,499,545
2017-03-27,364.4,394.8,426,450.2,472.6,499.6,542.6
2017-03-28,363.6,393,424.4,449,471.4,498.4,540.8
2017-03-29,358.2,392,424.6,447.6,471,499.6,541.6
2017-03-30,334.4,383.6,422,446.8,471.8,500.8,551.8
2017-03-31,353.2,391.8,425.8,448.2,470.4,496,524.4
2017-04-02,360.2,390.8,422.6,445,468.4,496.4,544
2017-04-03,363.8,396.6,429.4,451.8,473.6,498.4,525.8
2017-04-04,362.6,397,431.4,455,477.6,503.8,535
2017-04-05,357,391.4,426,452,477,505.8,542.6
2017-04-06,353.4,387,422.4,448.2,473.4,502.4,539.2
2017-04-07,363.6,396.2,429.2,454.8,480,510.6,561.6
2017-04-08,353.2,387,425,452.4,476.2,495.2,531
2017-04-09,348.4,375.8,416.4,436.8,457.8,482.6,514.6
2017-04-10,361.6,395.1,428.7,453,478.8,504.2,540.7
2017-04-11,354.8,392,428.2,451.4,476,496,540.8
2017-04-12,354.8,395.8,429,452.2,475.8,507.2,564
2017-04-13,357.4,394.6,428,451,474.4,503.4,546.4
2017-04-14,358.4,389.8,421,443,465.6,493.6,537
2017-04-15,364,393.4,424.4,446.5,468.2,496.2,535
2017-04-16,351.6,385.8,417.2,438.6,460,488.6,541.8
2017-04-17,359,389.8,420.8,442.6,465,492.4,531.2
2017-04-18,355.4,389,420.2,441.8,464.4,493.2,539.4
2017-04-19,357,384.4,424.4,445.8,467.4,494.8,530
2017-04-20,357.2,387.8,418.6,440.2,462.6,491.4,540
2017-04-21,351,384.6,416.6,438,460.6,489.8,535
2017-04-22,352.4,385.6,419.4,441.2,463.6,491.6,528.2
2017-04-23,350.6,388,421.2,444.2,468.2,500.2,554
2017-04-24,351,384.2,416.4,441.8,463.2,491.2,535.2
2017-04-25,349,382.4,416,438.2,460.6,488,521.4
2017-04-26,358.2,390,422.8,443.2,464.6,492.6,540.1
2017-04-27,352.4,388.4,421.6,443.8,466,493.4,532
2017-04-28,361.6,394.8,426.8,449.2,471,498,539.6
2017-04-29,369.2,397.6,426.8,448.4,469.8,497.2,538.6
2017-04-30,370.8,398.2,427,448,468.6,495.4,530.2
2017-05-01,376,401.4,428.4,448.6,469.2,497,548.2
2017-05-02,375.6,401.4,428,448,468.4,496.4,553.8
2017-05-03,342.2,376.8,409.8,430.6,451.4,479.6,515.2
2017-05-04,370.8,395.6,423.2,443.2,463.2,490.2,535.2
2017-05-05,375.6,400.6,426.8,446.4,466.4,493.4,535
2017-05-06,376,400.6,427,447,467.6,495.6,541.6
2017-05-07,376.6,401.2,428,448.4,469.2,496.4,539.4
2017-05-08,349.6,385.6,421.6,446.4,471,501,536.2
2017-05-09,361.6,395.8,426.8,448.8,471.2,501.4,548.2
2017-05-10,370.2,395.6,422.6,444.2,466,495.8,543
2017-05-11,348.2,385.6,420.6,444.6,468.4,498.4,535.2
2017-05-12,378,405,433.2,456.4,480.4,511.2,558.8
2017-05-13,352.8,390.6,427.2,452,478,509.2,553.6
2017-05-14,359,395.6,428.3,452.6,476.4,505.8,545.4
2017-05-15,363.4,399,432,455.6,480.2,510,550.8
2017-05-16,344.4,374.8,405.2,427.6,451.2,479.6,516.6
2017-05-17,345.2,379,414.2,436.6,459.2,487.8,528
2017-05-18,368.6,395.4,423.8,444,466.2,501,553.4
2017-05-19,347.2,374,415.2,441.2,464.8,495.2,531.4
2017-05-20,330.8,371.2,410.4,433.2,456,485.2,540.3
2017-05-21,332,370,408.2,432.8,456.4,486.6,531.4
2017-05-22,352.1,395.8,417.6,442.8,463.6,484.4,536.6
2017-05-23,351,392.4,416.8,441.6,466.6,497.8,538.8
2017-05-24,346.6,378,413,434,455,482.4,522.2
2017-05-25,350,387.4,413.2,439.9,461,483.8,545.6
2017-05-26,364.8,400.4,432,454.2,476,502.4,545.2
2017-05-27,366.6,401,433.4,457.4,478.8,502.4,533.8
2017-05-28,368,400.8,433,457.2,478.6,502.4,533.4
2017-05-29,365,397.2,428.2,451.6,473.4,497.4,527.4
2017-05-30,363.8,399,430.6,453,475,501.6,542.8
2017-05-31,366.2,402,433.6,456.6,478,504.2,543.8
2017-06-01,368,397,427.2,450,471.2,494.4,524.2
2017-06-02,367,400.6,431,457.1,476.3,499.8,532
2017-06-03,365,398,422,450.5,477,501.5,540.5
2017-06-04,368.6,394.4,422.8,444.6,466.2,489,520.8
2017-06-05,353.6,393.8,424.6,446.4,467.6,493.8,534.8
2017-06-06,363.2,390.4,417.4,438.2,459.8,484.2,517.4
2017-06-07,365,390.4,418,439,460.6,484.6,518.2
2017-06-08,351.8,392.6,423.8,445.8,467.4,494,534.2
2017-06-09,363,388.2,417.4,439.2,461.2,485.2,519.6
2017-06-10,356.2,388.2,418.4,439.4,460.4,486.8,525.2
2017-06-11,358.6,393.6,425.8,449.2,472.4,500,538.2
2017-06-12,361.8,387.2,418.4,442.8,468,495,532
2017-06-13,354,391.2,425.6,451,470,496.2,536.2
2017-06-14,355.4,394.2,427.4,451.8,475.6,494.2,539.4
2017-06-15,355.4,391.4,424.2,448.2,472.6,501.8,548.6
2017-06-16,356.8,392.2,425.4,449.6,473.8,502.8,544.8
2017-06-17,367.4,391.2,420.4,444.4,469,495.4,533
2017-06-18,356.6,393,426.6,451,475.4,505,550.8
2017-06-19,357.8,393.6,426.8,451,475,504.2,552.2
2017-06-20,368,391.2,420.4,444.2,468.2,493.8,529.4
2017-06-21,352.8,390.4,424.2,449,473.2,501.6,547.4
2017-06-22,357.6,398.4,425.6,448,472,502.2,535.8
2017-06-23,358.6,394.6,427.6,451.8,475.6,504.6,549
2017-06-24,360.6,393.2,425.6,449.4,473,501.4,542.2
2017-06-25,363.8,387.2,420.8,444.6,469.2,495.8,532.1
2017-06-26,354,391.2,425.2,449.2,473.2,501.6,543
2017-06-27,365.8,387.8,416.4,439.8,464,489.6,523.4
2017-06-28,360.6,384.6,410.6,436.4,462.8,490,523.6
2017-06-29,349,386.8,420.8,445,469.4,498.2,538.4
2017-06-30,362,384.8,413.6,437,461.6,487.6,522
2017-07-01,363.4,385.6,414.6,438.2,462.8,489,524
2017-07-02,359.4,386.4,419.4,443.2,467.4,495.8,536.4
2017-07-03,359.4,383.2,414,438.2,463.6,490,524.6
2017-07-04,359.8,393.2,425.6,449.4,473.4,503.4,546.8
2017-07-05,355.2,393.2,426,450,474,504.2,543.8
2017-07-06,357.8,382.4,413.8,438.6,464.2,490.4,522.8
2017-07-07,358,394.6,427.6,452,476.4,506.8,553.2
2017-07-08,350.4,389,421,444,467,495,539.6
2017-07-09,359,393.8,425.4,447.8,470.4,498,548.4
2017-07-10,359,394.8,426.4,449,471.8,499.4,544.8
2017-07-11,355.8,390.4,421.6,443.8,466.2,492.6,524.8
2017-07-12,358.6,392.2,426.7,447.3,469.1,496.4,536
2017-07-13,360.8,390.6,417.6,438.6,470.8,496.4,530.6
2017-07-14,361.2,395.6,426.6,449.6,472.6,500.8,536.4
2017-07-15,355.4,395,427.8,451.8,474.6,504.6,554
2017-07-17,356.6,391.4,423.4,446,469,496.4,529.4
2017-07-18,357.4,392,423.6,446.4,469.6,497.8,543.8
2017-07-20,337.4,386,419.2,441.6,464.3,492.8,530
2017-07-21,357.4,389.8,420.4,442.4,465.2,492.4,529.4
2017-07-22,366.2,400.8,432.8,456.4,478.6,505,543
2017-07-23,357.6,391.2,422.2,444.6,467.4,495.2,536.2
2017-07-24,356.2,391.4,424.6,442.6,467.8,496.6,540.2
2017-07-25,360,395.6,427.6,450.6,473.2,499.6,537
2017-07-26,359,393.4,425.2,448,470.4,497,535
2017-07-27,356,391,423.2,446,468.8,495.2,533.2
2017-07-28,353.8,387.4,418.8,441,463.8,490.4,527.8
2017-07-29,350.8,385.4,417.4,439.4,462.2,488.6,525.8
2017-07-30,351.8,387,418.8,441.4,464.4,491,529
2017-07-31,350.6,386,418,440.2,462.8,490.4,530.6
2017-08-01,362,396.6,427.2,449.6,471,497.2,539
2017-08-02,372.4,407.2,437.8,460.2,481.6,508.6,554.4
2017-08-03,373,405.8,436.8,458,479.2,505.2,545.2
2017-08-04,370.8,403.8,433.8,455.6,476.6,502.4,536.2
2017-08-05,346.6,380.2,410.8,431.8,453.8,480.6,528
2017-08-06,356.6,394.2,419.4,449.2,462.8,492.6,528.4
2017-08-07,345.8,380.4,411.8,433.6,456,483.4,522
2017-08-08,367.2,401.9,433.4,456.7,477.7,503.8,544.8
2017-08-09,369.4,403.7,434.9,457.1,478.4,504.6,544.5
2017-08-10,354.6,393.4,425.2,452.1,472,498,542
2017-08-11,362.6,401.4,433,455.4,476.8,503.4,545.6
2017-08-15,367.2,403.2,434.2,456.6,478,504.4,539
2017-08-16,367.2,401.6,432.4,455.2,476.8,503.8,547
2017-08-17,367.5,402.3,433.6,456.3,478.1,504.9,547.8
2017-08-18,373.2,407.4,438,461,482.4,509.2,552
2017-08-19,371,405.8,436.6,459.8,481.4,508.2,543.6
2017-08-20,370.2,405.2,436.2,459.8,482,509,544
2017-08-21,367.6,403,434.2,457.2,479.4,507.2,553.8
2017-08-22,375.4,409.2,440.6,464.4,486.2,513,559.6
2017-08-23,357.4,391.6,423.4,446,468.4,493.8,528.4
2017-08-24,367.5,404,434.8,456.2,476.2,500.4,539.1
2017-08-25,367,402.2,432.6,453.9,474,498.5,538.2
2017-08-26,368.6,403.6,433.4,454.8,475.2,500.4,549.6
2017-08-28,361.8,396.8,424.8,445.6,466.2,491,523.4
2017-08-29,372.4,406.2,435.6,456.6,476.4,500.6,543.2
2017-08-30,365.6,404.4,432.6,457.4,478.4,501.8,534.4
2017-08-31,368.8,404.8,436.8,459.8,479.8,502.4,533.2
2017-09-01,370.2,407.8,438.8,461.8,480.8,503,538.4
2017-09-02,374.8,407.2,436.2,458.4,477.8,500.2,536.4
2017-09-03,376.6,410.6,440,461.2,480.8,505.2,557
2017-09-04,371.8,408.8,437,457.2,476.2,499.8,538.2
2017-09-05,368.6,403,433.6,455.6,475.2,497.2,528
2017-09-06,372.8,408.2,439,460.6,481,505.4,546.4
2017-09-07,368.1,405.3,435.7,456.3,475.3,498.3,538.2
2017-09-08,368.8,403.6,434.6,457,476.4,498.4,530.2
2017-09-09,366.2,402.7,432.6,452.8,471.8,494.6,536.2
2017-09-10,368.2,402.8,432.4,452.6,471.6,495.6,544.4
2017-09-11,359.3,402.1,432.6,452.8,471.6,494.3,535.1
2017-09-12,365.8,401.3,430.5,449.6,467.8,490,531.8
2017-09-14,368.6,401.2,429.6,448.2,466.6,489.6,531.4
2017-09-15,367.8,401.4,430,449,467.4,490.8,545.2
2017-09-16,364.7,400.2,429.8,449.3,468.1,491.2,530
2017-09-17,368.8,402.8,432.4,452.8,472.2,496.2,540.6
2017-09-18,366.8,401.4,432,453,472.8,497,544.6
2017-09-19,369,402.8,433.2,453.4,473,497,542.5
2017-09-20,365.2,400.6,431.6,454.4,474.6,497.2,532.2
2017-09-21,367.2,399.8,429.8,451.8,471.8,494.2,524.6
2017-09-22,373.2,403.2,431.6,451.6,471,495.4,540
2017-09-23,369,403.6,433.6,454,474.4,493.3,537.8
2017-09-24,372.4,405.2,435.4,457.8,477.8,500.6,530
2017-09-25,375.4,408.2,437.6,459.2,479.6,504.6,544.8
2017-09-26,372.8,405.4,435.4,457.8,477.8,500.8,544.6
2017-09-27,377.4,408.6,437.4,458.8,479,504.8,553.2
2017-09-28,369.2,404.4,434.8,456.7,477.5,502.8,541.1
2017-09-29,369.2,403.2,434,455.6,476.8,502.6,540.8
2017-09-30,368.6,402.6,433.2,454.8,476.2,502.6,556
2017-10-01,363.4,404.8,436.4,458.8,479.6,505.4,550.4
2017-10-02,370.4,402.4,431,450.6,469.2,492.2,524.2
2017-10-03,363.9,369.4,431.4,458.9,473.8,491.2,529.2
2017-10-04,362.5,399.2,430.2,451.3,471.3,495,533.3
2017-10-05,366.2,399.8,430.4,451.6,471.6,496.8,545.8
